"STARTUP_ID","INDUSTRY1","INDUSTRY2","INDUSTRY3","TECHNOLOGY1","TECHNOLOGY2","TECHNOLOGY3","DESCRIPTION_PROVIDED","REGION_CODE","COUNTRY","DIGITAL_CATALOUGE","MENTOR_BENEFIT","MIGRATION_BENEFIT","FUNDRAISING_ACTIVE_FLAG","STAGE"
4321,"Consumer Goods","","","Artificial Intelligence","","","Y","EMEA","Italy","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3261,"Retail","","","Software as a Service (SaaS)","Security","Cloud","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3262,"Travel and Transportation","High Technology","Automotive","Software as a Service (SaaS)","Internet of Things","Mobile","Y","JAPAC","Viet Nam","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4363,"Healthcare","","","Cloud","Big Data","Blockchain","Y","EMEA","Kenya","","","","Y","Bootstrap (We don’t plan on raising venture capital)"
4364,"Healthcare","Insurance","","Cloud","Open Source","MySQL","Y","EMEA","United Arab Emirates","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4367,"High Technology","","","Software as a Service (SaaS)","","","Y","LAD","Brazil","","","","Y","Seed (Total raised $500K-2M)"
4368,"Consumer Goods","Travel and Transportation","Industrial Manufacturing","Big Data","Internet of Things","Software as a Service (SaaS)","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4369,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4370,"Financial Services Capital Markets","","","Database","Developer Tools","Artificial Intelligence","Y","EMEA","Spain","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4372,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4373,"","","","","","","N","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4374,"Financial Services","High Technology","Financial Services Banking","Big Data","Machine Learning","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4375,"Food and Beverage","","","Developer Tools","Modernization","Node.js","Y","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3684,"Retail","High Technology","Consumer Goods","Artificial Intelligence","Cloud Computing","Big Data","Y","JAPAC","India","","","","Y","Seed (Total raised $500K-2M)"
3686,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3687,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3688,"","","","","","","N","LAD","Bolivia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3689,"Financial Services","","","Big Data","","","Y","NAS","Canada","","","","N","Bootstrap (We don’t plan on raising venture capital)"
28878,"Financial Services","Food and Beverage","Insurance","Machine Learning","Big Data","Internet of Things","Y","EMEA","Kenya","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
3691,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3692,"Retail","Media and Entertainment","Wholesale Distribution","Artificial Intelligence","Machine Learning","Cloud","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3694,"Professional Services","High Technology","Financial Services Banking","Virtualization","Cloud Computing","Managed Cloud Services","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3695,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3779,"Aerospace and Defense","","","Software as a Service (SaaS)","Cloud","High Performance Computing (HPC)","Y","EMEA","Germany","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3782,"High Technology","","","Human Capital Management (HCM)","","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
28880,"","","","","","","N","EMEA","Ireland","","","","",""
3783,"Professional Services","","","Talent Acquisition Cloud","Talent Management Cloud","","Y","JAPAC","Singapore","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3787,"Financial Services Banking","Professional Services","Public Sector","Networking","Infrastructure as a Service (IaaS)","Managed Cloud Services","Y","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3788,"Education and Research","","","Linux","Java Technology","","Y","LAD","Bolivia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3791,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3792,"Utilities","Public Sector","","PHP","Customer Relationship Management (CRM)","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3797,"Automotive","Travel and Transportation","","Sustainability","Data as a Service (DaaS)","Python","Y","EMEA","Spain","","","","Y","Series A (Total raised $2M-10M)"
3799,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3800,"Public Sector","","","Blockchain","","","Y","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3801,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3802,"Manufacturing","Consumer Goods","Industrial Manufacturing","Machine Learning","Supply Chain Management (SCM)","Software as a Service (SaaS)","Y","NAS","United States of America","","","","N","Series A (Total raised $2M-10M)"
3803,"Food and Beverage","","","Software as a Service (SaaS)","","","Y","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3804,"Engineering and Construction","","","Enterprise Management","","","Y","EMEA","Greece","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3805,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3806,"Financial Services","Utilities","Insurance","Customer Experience (CX)","Mobile","","Y","EMEA","Romania","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4377,"","","","","","","N","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4378,"Retail","","","Enterprise Resource Planning (ERP)","","","Y","LAD","Mexico","","","","N","Seed (Total raised $500K-2M)"
4379,"Research Organizations","Professional Services","Education and Research","Big Data","Data Center","Engineered Systems","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4380,"","","","","","","N","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4382,"Retail","Consumer Goods","Financial Services","Big Data","Cloud","Open Source","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4384,"High Technology","","","Artificial Intelligence","","","Y","EMEA","Slovakia","","","","Y","Seed (Total raised $500K-2M)"
4385,"","","","","","","N","EMEA","Hungary","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4390,"Utilities","Public Sector","Professional Services","Internet of Things","Service","Software as a Service (SaaS)","Y","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
23353,"","","","","","","N","NAS","United States of America","","","","",""
3928,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3931,"","","","","","","N","EMEA","Egypt","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3932,"High Technology","","","Cloud","Internet of Things","Blockchain","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3933,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3934,"Communications","Healthcare","Retail","Big Data","Cloud","Data Integration","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3936,"High Technology","","","x86","Embedded Systems","","Y","EMEA","Denmark","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3938,"","","","","","","N","EMEA","Poland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3940,"","","","","","","N","JAPAC","Singapore","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4062,"Wholesale Distribution","","","Supply Chain Management (SCM)","Supply Chain Management Cloud","","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4063,"Healthcare","Public Sector","Life Sciences","Big Data","Cloud","Business Analytics","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
23354,"","","","","","","N","NAS","United States of America","","","","",""
4064,"Food and Beverage","","","Cloud Computing","Artificial Intelligence","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3922,"","","","","","","N","JAPAC","Australia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4008,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4009,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4885,"Healthcare","High Technology","","Customer Experience (CX)","Business Process Management","Security","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4886,"Communications","","","Cloud","Open Source","Social","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4887,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4429,"Media and Entertainment","","","Artificial Intelligence","","","Y","NAS","United States of America","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
4430,"Engineering and Construction","Education and Research","Media and Entertainment","Virtual Reality/Augmented Reality","","","Y","LAD","Mexico","","","","N","Bootstrap (We don’t plan on raising venture capital)"
29327,"Media and Entertainment","","","Cloud","Open Source","Commerce","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4603,"Utilities","Industrial Manufacturing","","Linux","PHP","Data Integration","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
29332,"","","","","","","N","EMEA","Israel","","","","",""
4605,"Professional Services","Manufacturing","Industrial Manufacturing","Virtualization","Cloud Computing","","Y","NAS","Canada","","","","N","Seed (Total raised $500K-2M)"
4608,"Financial Services","Industrial Manufacturing","Retail","Artificial Intelligence","Big Data","Business Intelligence","Y","EMEA","Poland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4609,"Industrial Manufacturing","Automotive","Engineering and Construction","Enterprise Resource Planning Cloud","Cloud","Enterprise Management","Y","EMEA","Poland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4065,"High Technology","Media and Entertainment","","Cloud","Big Data","Data as a Service (DaaS)","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4066,"","","","","","","N","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4067,"Food and Beverage","","","Service","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4068,"Communications","","","Platform as a Service (PaaS)","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4069,"High Technology","Healthcare","","Blockchain","Data as a Service (DaaS)","Internet of Things","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4070,"Media and Entertainment","","","Big Data","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4074,"Financial Services","High Technology","Utilities","Software as a Service (SaaS)","","","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4075,"Professional Services","","","Java Technology","","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4076,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4077,"Professional Services","","","Virtualization","","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4078,"Industrial Manufacturing","","","Software as a Service (SaaS)","","","Y","EMEA","Hungary","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4079,"Financial Services Banking","Financial Services Capital Markets","Financial Services","Blockchain","Financials Cloud","Java Technology","Y","EMEA","Italy","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4081,"Financial Services","Insurance","Financial Services Banking","Governance, Risk, and Compliance Management","Business Process Management","Security","Y","EMEA","France","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4083,"Insurance","Professional Services","Communications","Cloud","Messaging","Chatbot","Y","EMEA","Germany","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4442,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4445,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4448,"","","","","","","N","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4449,"Insurance","Financial Services Capital Markets","High Technology","Governance, Risk, and Compliance Management","Procurement","Platform as a Service (PaaS)","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4451,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4452,"","","","","","","N","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4453,"Retail","","","Cloud","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4454,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4455,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4561,"","","","","","","N","EMEA","Italy","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4564,"","","","","","","N","EMEA","France","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4567,"Aerospace and Defense","","","High Performance Computing (HPC)","","","Y","JAPAC","Australia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4569,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4570,"Media and Entertainment","Insurance","Professional Services","Customer Relationship Management (CRM)","Project Portfolio Management","Strategy and Profitability Management","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4571,"","","","","","","N","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4573,"","","","","","","N","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4574,"High Technology","Media and Entertainment","","Linux","Cloud Computing","Open Source","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4575,"Insurance","Health Sciences","","Blockchain","Cloud","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4576,"Media and Entertainment","","","Software as a Service (SaaS)","","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4764,"Financial Services","","","Enterprise Resource Planning (ERP)","","","Y","EMEA","Macedonia, Republic of","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4765,"Financial Services Banking","","","Cloud","Governance, Risk, and Compliance Management","Storage","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4766,"","","","","","","N","EMEA","Russian Federation","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4769,"Financial Services Banking","","","Supply Chain Management (SCM)","Document Management","Blockchain","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4770,"Media and Entertainment","High Technology","","Software as a Service (SaaS)","Cloud","Cloud Computing","Y","EMEA","United Kingdom","","","","Y","Seed (Total raised $500K-2M)"
4771,"","","","","","","N","EMEA","Norway","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4772,"High Technology","","","MySQL","Python","Cloud","Y","NAS","United States of America","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
4773,"Manufacturing","High Technology","","Virtual Reality/Augmented Reality","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4774,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4775,"Wholesale Distribution","","","Mobile","Business Analytics","Oracle for Midsize Companies","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4776,"High Technology","","","Security","Virtualization","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4779,"Media and Entertainment","","","Social","","","Y","JAPAC","Korea, Republic of","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4398,"High Technology","","","Mobile","","","Y","JAPAC","Indonesia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4626,"","","","","","","N","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4627,"Financial Services","","","Blockchain","","","Y","EMEA","Kenya","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4630,"High Technology","","","Chatbot","","","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4632,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4634,"Professional Services","Communications","Financial Services","Cloud","Data Integration","","Y","EMEA","United Kingdom","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
4809,"High Technology","Healthcare","Retail","Internet of Things","Software as a Service (SaaS)","Machine Learning","Y","EMEA","Egypt","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4810,"","","","","","","N","EMEA","Bosnia and Herzegovina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4811,"Media and Entertainment","","","Cloud","","","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4813,"","","","","","","N","JAPAC","Australia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4815,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4820,"Automotive","Oil and Gas","High Technology","Database Migration","Platform as a Service (PaaS)","Artificial Intelligence","Y","NAS","Canada","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4822,"Communications","Engineering and Construction","Utilities","Internet of Things","Asset Lifecycle Management","Virtual Reality/Augmented Reality","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4871,"High Technology","Media and Entertainment","","Machine Learning","Artificial Intelligence","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4872,"Chemicals","Research Organizations","Public Sector","Internet of Things","Sustainability","Artificial Intelligence","Y","EMEA","Germany","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4875,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5101,"Professional Services","","","Big Data","Business Analytics","Cloud","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5102,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5103,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5104,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5110,"Financial Services","","","Cloud","Data Warehousing","Artificial Intelligence","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5111,"High Technology","","","Software as a Service (SaaS)","","","Y","JAPAC","India","","","","Y","Seed (Total raised $500K-2M)"
4803,"","","","","","","N","LAD","Mexico","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4841,"Consumer Goods","Financial Services","Retail","Cloud","Big Data","Enterprise Resource Planning Cloud","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4842,"","","","","","","N","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4843,"","","","","","","N","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4846,"High Technology","Oil and Gas","Utilities","Human Capital Management (HCM)","Business Intelligence","Artificial Intelligence","Y","EMEA","Austria","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
4848,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4850,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4853,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4854,"","","","","","","N","LAD","Colombia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4864,"","","","","","","N","LAD","Colombia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4868,"Media and Entertainment","","","Mobile","Customer Experience for Social","Business Intelligence","Y","EMEA","Turkey","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4869,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5022,"","","","","","","N","NAS","Canada","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5023,"Wholesale Distribution","","","Cloud","Cloud Computing","","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5026,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5027,"Financial Services","Healthcare","Travel and Transportation","Cloud","Enterprise Management","Security","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5028,"High Technology","","","Big Data","Business Analytics","Machine Learning","Y","NAS","United States of America","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
5030,"Oil and Gas","Manufacturing","Public Sector","Artificial Intelligence","Machine Learning","Platform as a Service (PaaS)","Y","JAPAC","India","","","","N","Seed (Total raised $500K-2M)"
5031,"High Technology","Consumer Goods","Financial Services Banking","Software as a Service (SaaS)","Artificial Intelligence","Customer Experience (CX)","Y","JAPAC","India","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
4983,"Oil and Gas","Engineering and Construction","Food and Beverage","Artificial Intelligence","Machine Learning","Cloud","Y","EMEA","United Arab Emirates","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4986,"","","","","","","N","NAS","Canada","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4988,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4989,"","","","","","","N","LAD","Uruguay","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4990,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5182,"Professional Services","","","Business Process Management","","","Y","NAS","United States of America","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
5183,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5070,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5072,"","","","","","","N","EMEA","Germany","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5153,"Financial Services Capital Markets","","","Machine Learning","High Performance Computing (HPC)","","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5157,"Media and Entertainment","","","Mobile","MySQL","PHP","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5158,"Professional Services","Public Sector","","Enterprise Resource Planning (ERP)","","","Y","LAD","Mexico","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5203,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4997,"Education and Research","Financial Services Banking","","Java Technology","Enterprise Resource Planning (ERP)","Database","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5000,"Public Sector","","","Software as a Service (SaaS)","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5002,"Financial Services","","","Financials","","","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
5005,"High Technology","","","Artificial Intelligence","Node.js","Enterprise Resource Planning Cloud","Y","EMEA","Belgium","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4953,"","","","","","","N","EMEA","Czech Republic","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4955,"Chemicals","Healthcare","Wholesale Distribution","Human Capital Management (HCM)","Customer Relationship Management (CRM)","","Y","NAS","Canada","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
4956,"Aerospace and Defense","Healthcare","Manufacturing","High Performance Computing (HPC)","Software as a Service (SaaS)","Cloud Computing","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4957,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3313,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3315,"Education and Research","","","Cloud","Platform as a Service (PaaS)","Infrastructure as a Service (IaaS)","Y","JAPAC","Australia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3321,"High Technology","Healthcare","Travel and Transportation","Internet of Things","Artificial Intelligence","Cloud Computing","Y","EMEA","Turkey","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3323,"Higher Education","Education and Research","Public Sector","Identity Management","Customer Experience for Social","Student","Y","EMEA","Denmark","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3324,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3326,"Consumer Goods","Financial Services","Travel and Transportation","Human Capital Management (HCM)","Cloud","Software as a Service (SaaS)","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3330,"Retail","Hospitality","Food and Beverage","Customer Relationship Management (CRM)","Artificial Intelligence","Customer Experience (CX)","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3334,"High Technology","","","Software as a Service (SaaS)","Master Data Management","Infrastructure as a Service (IaaS)","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3335,"Professional Services","","","Security","","","Y","EMEA","Lithuania","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3642,"Education and Research","","","PHP","","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3643,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3644,"","","","","","","N","EMEA","Romania","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3657,"Healthcare","Financial Services","Education and Research","Database Migration","Cloud Computing","Developer Tools","Y","JAPAC","Australia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3662,"Financial Services","High Technology","Research Organizations","Machine Learning","Big Data","Master Data Management","Y","JAPAC","Singapore","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3664,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3711,"","","","","","","N","EMEA","Sweden","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3715,"","","","","","","N","EMEA","Germany","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3718,"Automotive","Aerospace and Defense","Healthcare","Supply Chain Management (SCM)","Blockchain","Enterprise Resource Planning (ERP)","Y","EMEA","France","","","","Y","Seed (Total raised $500K-2M)"
3720,"Insurance","Financial Services","","Software as a Service (SaaS)","","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3725,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3731,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3732,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3733,"Communications","Education and Research","Public Sector","Cloud","Open Source","Virtualization","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3737,"Aerospace and Defense","Life Sciences","Media and Entertainment","Cloud","Cloud Computing","","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3738,"","","","","","","N","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
3741,"","","","","","","N","JAPAC","Australia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4123,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
4124,"","","","","","","N","EMEA","Croatia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
